catalogCode,brand,name,variant,sizeValue,sizeUnit,categorySlug,unit,barcode,ivaRate,priceInputMode,priceTotal,synonyms,tags,imageKey,source
MX-BEV-JARRITOS-REFRESCOSABOR-600ML-TORONJA,Jarritos,Refresco sabor,Toronja,600,ML,beverages,PIECE,,0.16,INCLUDES_IVA,23.00,jarritos 600ml|jarritos 600|refresco sabor toronja 600ml|refresco sabor toronja 600|jarritos refresco sabor toronja,beverages|refresco,,CURATED_MX_V4_PLUS
MX-BEV-JARRITOS-REFRESCOSABOR-1L-TORONJA,Jarritos,Refresco sabor,Toronja,1,L,beverages,PIECE,,0.16,INCLUDES_IVA,38.00,jarritos 1l|jarritos 1|refresco sabor toronja 1l|refresco sabor toronja 1|jarritos refresco sabor toronja,beverages|refresco,,CURATED_MX_V4_PLUS
MX-BEV-JARRITOS-REFRESCOSABOR-2L-TORONJA,Jarritos,Refresco sabor,Toronja,2,L,beverages,PIECE,,0.16,INCLUDES_IVA,58.00,jarritos 2l|jarritos 2|refresco sabor toronja 2l|refresco sabor toronja 2|jarritos refresco sabor toronja,beverages|refresco,,CURATED_MX_V4_PLUS
MX-BEV-JARRITOS-REFRESCOSABOR-235ML-LIMA,Jarritos,Refresco sabor,Lima,235,ML,beverages,PIECE,,0.16,INCLUDES_IVA,15.00,jarritos 235ml|jarritos 235|refresco sabor lima 235ml|refresco sabor lima 235|jarritos refresco sabor lima,beverages|refresco,,CURATED_MX_V4_PLUS
MX-BEV-JARRITOS-REFRESCOSABOR-355ML-LIMA,Jarritos,Refresco sabor,Lima,355,ML,beverages,PIECE,,0.16,INCLUDES_IVA,18.00,jarritos 355ml|jarritos 355|refresco sabor lima 355ml|refresco sabor lima 355|jarritos refresco sabor lima,beverages|refresco,,CURATED_MX_V4_PLUS
MX-BEV-JARRITOS-REFRESCOSABOR-450ML-LIMA,Jarritos,Refresco sabor,Lima,450,ML,beverages,PIECE,,0.16,INCLUDES_IVA,20.00,jarritos 450ml|jarritos 450|refresco sabor lima 450ml|refresco sabor lima 450|jarritos refresco sabor lima,beverages|refresco,,CURATED_MX_V4_PLUS
MX-BEV-JARRITOS-REFRESCOSABOR-600ML-LIMA,Jarritos,Refresco sabor,Lima,600,ML,beverages,PIECE,,0.16,INCLUDES_IVA,23.00,jarritos 600ml|jarritos 600|refresco sabor lima 600ml|refresco sabor lima 600|jarritos refresco sabor lima,beverages|refresco,,CURATED_MX_V4_PLUS
MX-BEV-JARRITOS-REFRESCOSABOR-1L-LIMA,Jarritos,Refresco sabor,Lima,1,L,beverages,PIECE,,0.16,INCLUDES_IVA,38.00,jarritos 1l|jarritos 1|refresco sabor lima 1l|refresco sabor lima 1|jarritos refresco sabor lima,beverages|refresco,,CURATED_MX_V4_PLUS
MX-BEV-JARRITOS-REFRESCOSABOR-2L-LIMA,Jarritos,Refresco sabor,Lima,2,L,beverages,PIECE,,0.16,INCLUDES_IVA,58.00,jarritos 2l|jarritos 2|refresco sabor lima 2l|refresco sabor lima 2|jarritos refresco sabor lima,beverages|refresco,,CURATED_MX_V4_PLUS
MX-BEV-JUMEX-JUGO-235ML-NARANJA,Jumex,Jugo,Naranja,235,ML,beverages,PIECE,,0.16,INCLUDES_IVA,15.00,jumex 235ml|jumex 235|jugo naranja 235ml|jugo naranja 235|jumex jugo naranja,beverages|jugo,,CURATED_MX_V4_PLUS
MX-BEV-JUMEX-JUGO-355ML-NARANJA,Jumex,Jugo,Naranja,355,ML,beverages,PIECE,,0.16,INCLUDES_IVA,18.00,jumex 355ml|jumex 355|jugo naranja 355ml|jugo naranja 355|jumex jugo naranja,beverages|jugo,,CURATED_MX_V4_PLUS
MX-BEV-JUMEX-JUGO-450ML-NARANJA,Jumex,Jugo,Naranja,450,ML,beverages,PIECE,,0.16,INCLUDES_IVA,20.00,jumex 450ml|jumex 450|jugo naranja 450ml|jugo naranja 450|jumex jugo naranja,beverages|jugo,,CURATED_MX_V4_PLUS
MX-BEV-JUMEX-JUGO-600ML-NARANJA,Jumex,Jugo,Naranja,600,ML,beverages,PIECE,,0.16,INCLUDES_IVA,23.00,jumex 600ml|jumex 600|jugo naranja 600ml|jugo naranja 600|jumex jugo naranja,beverages|jugo,,CURATED_MX_V4_PLUS
MX-BEV-JUMEX-JUGO-1L-NARANJA,Jumex,Jugo,Naranja,1,L,beverages,PIECE,,0.16,INCLUDES_IVA,38.00,jumex 1l|jumex 1|jugo naranja 1l|jugo naranja 1|jumex jugo naranja,beverages|jugo,,CURATED_MX_V4_PLUS
MX-BEV-JUMEX-JUGO-2L-NARANJA,Jumex,Jugo,Naranja,2,L,beverages,PIECE,,0.16,INCLUDES_IVA,58.00,jumex 2l|jumex 2|jugo naranja 2l|jugo naranja 2|jumex jugo naranja,beverages|jugo,,CURATED_MX_V4_PLUS
MX-BEV-JUMEX-NCTAR-235ML-MANGO,Jumex,Néctar,Mango,235,ML,beverages,PIECE,,0.16,INCLUDES_IVA,15.00,jumex 235ml|jumex 235|néctar mango 235ml|néctar mango 235|jumex néctar mango,beverages|n-ctar,,CURATED_MX_V4_PLUS
MX-BEV-JUMEX-NCTAR-355ML-MANGO,Jumex,Néctar,Mango,355,ML,beverages,PIECE,,0.16,INCLUDES_IVA,18.00,jumex 355ml|jumex 355|néctar mango 355ml|néctar mango 355|jumex néctar mango,beverages|n-ctar,,CURATED_MX_V4_PLUS
MX-BEV-JUMEX-NCTAR-450ML-MANGO,Jumex,Néctar,Mango,450,ML,beverages,PIECE,,0.16,INCLUDES_IVA,20.00,jumex 450ml|jumex 450|néctar mango 450ml|néctar mango 450|jumex néctar mango,beverages|n-ctar,,CURATED_MX_V4_PLUS
MX-BEV-JUMEX-NCTAR-600ML-MANGO,Jumex,Néctar,Mango,600,ML,beverages,PIECE,,0.16,INCLUDES_IVA,23.00,jumex 600ml|jumex 600|néctar mango 600ml|néctar mango 600|jumex néctar mango,beverages|n-ctar,,CURATED_MX_V4_PLUS
MX-BEV-JUMEX-NCTAR-1L-MANGO,Jumex,Néctar,Mango,1,L,beverages,PIECE,,0.16,INCLUDES_IVA,38.00,jumex 1l|jumex 1|néctar mango 1l|néctar mango 1|jumex néctar mango,beverages|n-ctar,,CURATED_MX_V4_PLUS
MX-BEV-JUMEX-NCTAR-2L-MANGO,Jumex,Néctar,Mango,2,L,beverages,PIECE,,0.16,INCLUDES_IVA,58.00,jumex 2l|jumex 2|néctar mango 2l|néctar mango 2|jumex néctar mango,beverages|n-ctar,,CURATED_MX_V4_PLUS
MX-BEV-JUMEX-NCTAR-235ML-DURAZNO,Jumex,Néctar,Durazno,235,ML,beverages,PIECE,,0.16,INCLUDES_IVA,15.00,jumex 235ml|jumex 235|néctar durazno 235ml|néctar durazno 235|jumex néctar durazno,beverages|n-ctar,,CURATED_MX_V4_PLUS
MX-BEV-JUMEX-NCTAR-355ML-DURAZNO,Jumex,Néctar,Durazno,355,ML,beverages,PIECE,,0.16,INCLUDES_IVA,18.00,jumex 355ml|jumex 355|néctar durazno 355ml|néctar durazno 355|jumex néctar durazno,beverages|n-ctar,,CURATED_MX_V4_PLUS
MX-BEV-JUMEX-NCTAR-450ML-DURAZNO,Jumex,Néctar,Durazno,450,ML,beverages,PIECE,,0.16,INCLUDES_IVA,20.00,jumex 450ml|jumex 450|néctar durazno 450ml|néctar durazno 450|jumex néctar durazno,beverages|n-ctar,,CURATED_MX_V4_PLUS
MX-BEV-JUMEX-NCTAR-600ML-DURAZNO,Jumex,Néctar,Durazno,600,ML,beverages,PIECE,,0.16,INCLUDES_IVA,23.00,jumex 600ml|jumex 600|néctar durazno 600ml|néctar durazno 600|jumex néctar durazno,beverages|n-ctar,,CURATED_MX_V4_PLUS
MX-BEV-JUMEX-NCTAR-1L-DURAZNO,Jumex,Néctar,Durazno,1,L,beverages,PIECE,,0.16,INCLUDES_IVA,38.00,jumex 1l|jumex 1|néctar durazno 1l|néctar durazno 1|jumex néctar durazno,beverages|n-ctar,,CURATED_MX_V4_PLUS
MX-BEV-JUMEX-NCTAR-2L-DURAZNO,Jumex,Néctar,Durazno,2,L,beverages,PIECE,,0.16,INCLUDES_IVA,58.00,jumex 2l|jumex 2|néctar durazno 2l|néctar durazno 2|jumex néctar durazno,beverages|n-ctar,,CURATED_MX_V4_PLUS
MX-BEV-JUMEX-JUGO-235ML-MANZANA,Jumex,Jugo,Manzana,235,ML,beverages,PIECE,,0.16,INCLUDES_IVA,15.00,jumex 235ml|jumex 235|jugo manzana 235ml|jugo manzana 235|jumex jugo manzana,beverages|jugo,,CURATED_MX_V4_PLUS
MX-BEV-JUMEX-JUGO-355ML-MANZANA,Jumex,Jugo,Manzana,355,ML,beverages,PIECE,,0.16,INCLUDES_IVA,18.00,jumex 355ml|jumex 355|jugo manzana 355ml|jugo manzana 355|jumex jugo manzana,beverages|jugo,,CURATED_MX_V4_PLUS
MX-BEV-JUMEX-JUGO-450ML-MANZANA,Jumex,Jugo,Manzana,450,ML,beverages,PIECE,,0.16,INCLUDES_IVA,20.00,jumex 450ml|jumex 450|jugo manzana 450ml|jugo manzana 450|jumex jugo manzana,beverages|jugo,,CURATED_MX_V4_PLUS
MX-BEV-JUMEX-JUGO-600ML-MANZANA,Jumex,Jugo,Manzana,600,ML,beverages,PIECE,,0.16,INCLUDES_IVA,23.00,jumex 600ml|jumex 600|jugo manzana 600ml|jugo manzana 600|jumex jugo manzana,beverages|jugo,,CURATED_MX_V4_PLUS
MX-BEV-JUMEX-JUGO-1L-MANZANA,Jumex,Jugo,Manzana,1,L,beverages,PIECE,,0.16,INCLUDES_IVA,38.00,jumex 1l|jumex 1|jugo manzana 1l|jugo manzana 1|jumex jugo manzana,beverages|jugo,,CURATED_MX_V4_PLUS
MX-BEV-JUMEX-JUGO-2L-MANZANA,Jumex,Jugo,Manzana,2,L,beverages,PIECE,,0.16,INCLUDES_IVA,58.00,jumex 2l|jumex 2|jugo manzana 2l|jugo manzana 2|jumex jugo manzana,beverages|jugo,,CURATED_MX_V4_PLUS
MX-BEV-JUMEX-JUGO-235ML-UVA,Jumex,Jugo,Uva,235,ML,beverages,PIECE,,0.16,INCLUDES_IVA,15.00,jumex 235ml|jumex 235|jugo uva 235ml|jugo uva 235|jumex jugo uva,beverages|jugo,,CURATED_MX_V4_PLUS
MX-BEV-JUMEX-JUGO-355ML-UVA,Jumex,Jugo,Uva,355,ML,beverages,PIECE,,0.16,INCLUDES_IVA,18.00,jumex 355ml|jumex 355|jugo uva 355ml|jugo uva 355|jumex jugo uva,beverages|jugo,,CURATED_MX_V4_PLUS
MX-BEV-JUMEX-JUGO-450ML-UVA,Jumex,Jugo,Uva,450,ML,beverages,PIECE,,0.16,INCLUDES_IVA,20.00,jumex 450ml|jumex 450|jugo uva 450ml|jugo uva 450|jumex jugo uva,beverages|jugo,,CURATED_MX_V4_PLUS
MX-BEV-JUMEX-JUGO-600ML-UVA,Jumex,Jugo,Uva,600,ML,beverages,PIECE,,0.16,INCLUDES_IVA,23.00,jumex 600ml|jumex 600|jugo uva 600ml|jugo uva 600|jumex jugo uva,beverages|jugo,,CURATED_MX_V4_PLUS
MX-BEV-JUMEX-JUGO-1L-UVA,Jumex,Jugo,Uva,1,L,beverages,PIECE,,0.16,INCLUDES_IVA,38.00,jumex 1l|jumex 1|jugo uva 1l|jugo uva 1|jumex jugo uva,beverages|jugo,,CURATED_MX_V4_PLUS
MX-BEV-JUMEX-JUGO-2L-UVA,Jumex,Jugo,Uva,2,L,beverages,PIECE,,0.16,INCLUDES_IVA,58.00,jumex 2l|jumex 2|jugo uva 2l|jugo uva 2|jumex jugo uva,beverages|jugo,,CURATED_MX_V4_PLUS
MX-BEV-JUMEX-NCTAR-235ML-GUAYABA,Jumex,Néctar,Guayaba,235,ML,beverages,PIECE,,0.16,INCLUDES_IVA,15.00,jumex 235ml|jumex 235|néctar guayaba 235ml|néctar guayaba 235|jumex néctar guayaba,beverages|n-ctar,,CURATED_MX_V4_PLUS
MX-BEV-JUMEX-NCTAR-355ML-GUAYABA,Jumex,Néctar,Guayaba,355,ML,beverages,PIECE,,0.16,INCLUDES_IVA,18.00,jumex 355ml|jumex 355|néctar guayaba 355ml|néctar guayaba 355|jumex néctar guayaba,beverages|n-ctar,,CURATED_MX_V4_PLUS
MX-BEV-JUMEX-NCTAR-450ML-GUAYABA,Jumex,Néctar,Guayaba,450,ML,beverages,PIECE,,0.16,INCLUDES_IVA,20.00,jumex 450ml|jumex 450|néctar guayaba 450ml|néctar guayaba 450|jumex néctar guayaba,beverages|n-ctar,,CURATED_MX_V4_PLUS
MX-BEV-JUMEX-NCTAR-600ML-GUAYABA,Jumex,Néctar,Guayaba,600,ML,beverages,PIECE,,0.16,INCLUDES_IVA,23.00,jumex 600ml|jumex 600|néctar guayaba 600ml|néctar guayaba 600|jumex néctar guayaba,beverages|n-ctar,,CURATED_MX_V4_PLUS
MX-BEV-JUMEX-NCTAR-1L-GUAYABA,Jumex,Néctar,Guayaba,1,L,beverages,PIECE,,0.16,INCLUDES_IVA,38.00,jumex 1l|jumex 1|néctar guayaba 1l|néctar guayaba 1|jumex néctar guayaba,beverages|n-ctar,,CURATED_MX_V4_PLUS
MX-BEV-JUMEX-NCTAR-2L-GUAYABA,Jumex,Néctar,Guayaba,2,L,beverages,PIECE,,0.16,INCLUDES_IVA,58.00,jumex 2l|jumex 2|néctar guayaba 2l|néctar guayaba 2|jumex néctar guayaba,beverages|n-ctar,,CURATED_MX_V4_PLUS
MX-BEV-DELVALLE-NCTAR-235ML-MANGO,Del Valle,Néctar,Mango,235,ML,beverages,PIECE,,0.16,INCLUDES_IVA,15.00,del valle 235ml|del 235|néctar mango 235ml|néctar mango 235|del néctar mango,beverages|n-ctar,,CURATED_MX_V4_PLUS
MX-BEV-DELVALLE-NCTAR-355ML-MANGO,Del Valle,Néctar,Mango,355,ML,beverages,PIECE,,0.16,INCLUDES_IVA,18.00,del valle 355ml|del 355|néctar mango 355ml|néctar mango 355|del néctar mango,beverages|n-ctar,,CURATED_MX_V4_PLUS
MX-BEV-DELVALLE-NCTAR-450ML-MANGO,Del Valle,Néctar,Mango,450,ML,beverages,PIECE,,0.16,INCLUDES_IVA,20.00,del valle 450ml|del 450|néctar mango 450ml|néctar mango 450|del néctar mango,beverages|n-ctar,,CURATED_MX_V4_PLUS
MX-BEV-DELVALLE-NCTAR-600ML-MANGO,Del Valle,Néctar,Mango,600,ML,beverages,PIECE,,0.16,INCLUDES_IVA,23.00,del valle 600ml|del 600|néctar mango 600ml|néctar mango 600|del néctar mango,beverages|n-ctar,,CURATED_MX_V4_PLUS
MX-BEV-DELVALLE-NCTAR-1L-MANGO,Del Valle,Néctar,Mango,1,L,beverages,PIECE,,0.16,INCLUDES_IVA,38.00,del valle 1l|del 1|néctar mango 1l|néctar mango 1|del néctar mango,beverages|n-ctar,,CURATED_MX_V4_PLUS
MX-BEV-DELVALLE-NCTAR-2L-MANGO,Del Valle,Néctar,Mango,2,L,beverages,PIECE,,0.16,INCLUDES_IVA,58.00,del valle 2l|del 2|néctar mango 2l|néctar mango 2|del néctar mango,beverages|n-ctar,,CURATED_MX_V4_PLUS
MX-BEV-DELVALLE-NCTAR-235ML-GUAYABA,Del Valle,Néctar,Guayaba,235,ML,beverages,PIECE,,0.16,INCLUDES_IVA,15.00,del valle 235ml|del 235|néctar guayaba 235ml|néctar guayaba 235|del néctar guayaba,beverages|n-ctar,,CURATED_MX_V4_PLUS
MX-BEV-DELVALLE-NCTAR-355ML-GUAYABA,Del Valle,Néctar,Guayaba,355,ML,beverages,PIECE,,0.16,INCLUDES_IVA,18.00,del valle 355ml|del 355|néctar guayaba 355ml|néctar guayaba 355|del néctar guayaba,beverages|n-ctar,,CURATED_MX_V4_PLUS
MX-BEV-DELVALLE-NCTAR-450ML-GUAYABA,Del Valle,Néctar,Guayaba,450,ML,beverages,PIECE,,0.16,INCLUDES_IVA,20.00,del valle 450ml|del 450|néctar guayaba 450ml|néctar guayaba 450|del néctar guayaba,beverages|n-ctar,,CURATED_MX_V4_PLUS
MX-BEV-DELVALLE-NCTAR-600ML-GUAYABA,Del Valle,Néctar,Guayaba,600,ML,beverages,PIECE,,0.16,INCLUDES_IVA,23.00,del valle 600ml|del 600|néctar guayaba 600ml|néctar guayaba 600|del néctar guayaba,beverages|n-ctar,,CURATED_MX_V4_PLUS
MX-BEV-DELVALLE-NCTAR-1L-GUAYABA,Del Valle,Néctar,Guayaba,1,L,beverages,PIECE,,0.16,INCLUDES_IVA,38.00,del valle 1l|del 1|néctar guayaba 1l|néctar guayaba 1|del néctar guayaba,beverages|n-ctar,,CURATED_MX_V4_PLUS
MX-BEV-DELVALLE-NCTAR-2L-GUAYABA,Del Valle,Néctar,Guayaba,2,L,beverages,PIECE,,0.16,INCLUDES_IVA,58.00,del valle 2l|del 2|néctar guayaba 2l|néctar guayaba 2|del néctar guayaba,beverages|n-ctar,,CURATED_MX_V4_PLUS
MX-BEV-DELVALLE-NCTAR-235ML-MANZANA,Del Valle,Néctar,Manzana,235,ML,beverages,PIECE,,0.16,INCLUDES_IVA,15.00,del valle 235ml|del 235|néctar manzana 235ml|néctar manzana 235|del néctar manzana,beverages|n-ctar,,CURATED_MX_V4_PLUS
MX-BEV-DELVALLE-NCTAR-355ML-MANZANA,Del Valle,Néctar,Manzana,355,ML,beverages,PIECE,,0.16,INCLUDES_IVA,18.00,del valle 355ml|del 355|néctar manzana 355ml|néctar manzana 355|del néctar manzana,beverages|n-ctar,,CURATED_MX_V4_PLUS
MX-BEV-DELVALLE-NCTAR-450ML-MANZANA,Del Valle,Néctar,Manzana,450,ML,beverages,PIECE,,0.16,INCLUDES_IVA,20.00,del valle 450ml|del 450|néctar manzana 450ml|néctar manzana 450|del néctar manzana,beverages|n-ctar,,CURATED_MX_V4_PLUS
MX-BEV-DELVALLE-NCTAR-600ML-MANZANA,Del Valle,Néctar,Manzana,600,ML,beverages,PIECE,,0.16,INCLUDES_IVA,23.00,del valle 600ml|del 600|néctar manzana 600ml|néctar manzana 600|del néctar manzana,beverages|n-ctar,,CURATED_MX_V4_PLUS
MX-BEV-DELVALLE-NCTAR-1L-MANZANA,Del Valle,Néctar,Manzana,1,L,beverages,PIECE,,0.16,INCLUDES_IVA,38.00,del valle 1l|del 1|néctar manzana 1l|néctar manzana 1|del néctar manzana,beverages|n-ctar,,CURATED_MX_V4_PLUS
MX-BEV-DELVALLE-NCTAR-2L-MANZANA,Del Valle,Néctar,Manzana,2,L,beverages,PIECE,,0.16,INCLUDES_IVA,58.00,del valle 2l|del 2|néctar manzana 2l|néctar manzana 2|del néctar manzana,beverages|n-ctar,,CURATED_MX_V4_PLUS
MX-BEV-DELVALLE-NCTAR-235ML-DURAZNO,Del Valle,Néctar,Durazno,235,ML,beverages,PIECE,,0.16,INCLUDES_IVA,15.00,del valle 235ml|del 235|néctar durazno 235ml|néctar durazno 235|del néctar durazno,beverages|n-ctar,,CURATED_MX_V4_PLUS
MX-BEV-DELVALLE-NCTAR-355ML-DURAZNO,Del Valle,Néctar,Durazno,355,ML,beverages,PIECE,,0.16,INCLUDES_IVA,18.00,del valle 355ml|del 355|néctar durazno 355ml|néctar durazno 355|del néctar durazno,beverages|n-ctar,,CURATED_MX_V4_PLUS
MX-BEV-DELVALLE-NCTAR-450ML-DURAZNO,Del Valle,Néctar,Durazno,450,ML,beverages,PIECE,,0.16,INCLUDES_IVA,20.00,del valle 450ml|del 450|néctar durazno 450ml|néctar durazno 450|del néctar durazno,beverages|n-ctar,,CURATED_MX_V4_PLUS
MX-BEV-DELVALLE-NCTAR-600ML-DURAZNO,Del Valle,Néctar,Durazno,600,ML,beverages,PIECE,,0.16,INCLUDES_IVA,23.00,del valle 600ml|del 600|néctar durazno 600ml|néctar durazno 600|del néctar durazno,beverages|n-ctar,,CURATED_MX_V4_PLUS
MX-BEV-DELVALLE-NCTAR-1L-DURAZNO,Del Valle,Néctar,Durazno,1,L,beverages,PIECE,,0.16,INCLUDES_IVA,38.00,del valle 1l|del 1|néctar durazno 1l|néctar durazno 1|del néctar durazno,beverages|n-ctar,,CURATED_MX_V4_PLUS
MX-BEV-DELVALLE-NCTAR-2L-DURAZNO,Del Valle,Néctar,Durazno,2,L,beverages,PIECE,,0.16,INCLUDES_IVA,58.00,del valle 2l|del 2|néctar durazno 2l|néctar durazno 2|del néctar durazno,beverages|n-ctar,,CURATED_MX_V4_PLUS
MX-BEV-BOING-BEBIDADEFRUTA-235ML-MANGO,Boing,Bebida de fruta,Mango,235,ML,beverages,PIECE,,0.16,INCLUDES_IVA,15.00,boing 235ml|boing 235|bebida de fruta mango 235ml|bebida de fruta mango 235|boing bebida de fruta mango,beverages|bebida,,CURATED_MX_V4_PLUS
MX-BEV-BOING-BEBIDADEFRUTA-355ML-MANGO,Boing,Bebida de fruta,Mango,355,ML,beverages,PIECE,,0.16,INCLUDES_IVA,18.00,boing 355ml|boing 355|bebida de fruta mango 355ml|bebida de fruta mango 355|boing bebida de fruta mango,beverages|bebida,,CURATED_MX_V4_PLUS
MX-BEV-BOING-BEBIDADEFRUTA-450ML-MANGO,Boing,Bebida de fruta,Mango,450,ML,beverages,PIECE,,0.16,INCLUDES_IVA,20.00,boing 450ml|boing 450|bebida de fruta mango 450ml|bebida de fruta mango 450|boing bebida de fruta mango,beverages|bebida,,CURATED_MX_V4_PLUS
MX-BEV-BOING-BEBIDADEFRUTA-600ML-MANGO,Boing,Bebida de fruta,Mango,600,ML,beverages,PIECE,,0.16,INCLUDES_IVA,23.00,boing 600ml|boing 600|bebida de fruta mango 600ml|bebida de fruta mango 600|boing bebida de fruta mango,beverages|bebida,,CURATED_MX_V4_PLUS
MX-BEV-BOING-BEBIDADEFRUTA-1L-MANGO,Boing,Bebida de fruta,Mango,1,L,beverages,PIECE,,0.16,INCLUDES_IVA,38.00,boing 1l|boing 1|bebida de fruta mango 1l|bebida de fruta mango 1|boing bebida de fruta mango,beverages|bebida,,CURATED_MX_V4_PLUS
MX-BEV-BOING-BEBIDADEFRUTA-2L-MANGO,Boing,Bebida de fruta,Mango,2,L,beverages,PIECE,,0.16,INCLUDES_IVA,58.00,boing 2l|boing 2|bebida de fruta mango 2l|bebida de fruta mango 2|boing bebida de fruta mango,beverages|bebida,,CURATED_MX_V4_PLUS
MX-BEV-BOING-BEBIDADEFRUTA-235ML-GUAYABA,Boing,Bebida de fruta,Guayaba,235,ML,beverages,PIECE,,0.16,INCLUDES_IVA,15.00,boing 235ml|boing 235|bebida de fruta guayaba 235ml|bebida de fruta guayaba 235|boing bebida de fruta guayaba,beverages|bebida,,CURATED_MX_V4_PLUS
MX-BEV-BOING-BEBIDADEFRUTA-355ML-GUAYABA,Boing,Bebida de fruta,Guayaba,355,ML,beverages,PIECE,,0.16,INCLUDES_IVA,18.00,boing 355ml|boing 355|bebida de fruta guayaba 355ml|bebida de fruta guayaba 355|boing bebida de fruta guayaba,beverages|bebida,,CURATED_MX_V4_PLUS
MX-BEV-BOING-BEBIDADEFRUTA-450ML-GUAYABA,Boing,Bebida de fruta,Guayaba,450,ML,beverages,PIECE,,0.16,INCLUDES_IVA,20.00,boing 450ml|boing 450|bebida de fruta guayaba 450ml|bebida de fruta guayaba 450|boing bebida de fruta guayaba,beverages|bebida,,CURATED_MX_V4_PLUS
MX-BEV-BOING-BEBIDADEFRUTA-600ML-GUAYABA,Boing,Bebida de fruta,Guayaba,600,ML,beverages,PIECE,,0.16,INCLUDES_IVA,23.00,boing 600ml|boing 600|bebida de fruta guayaba 600ml|bebida de fruta guayaba 600|boing bebida de fruta guayaba,beverages|bebida,,CURATED_MX_V4_PLUS
MX-BEV-BOING-BEBIDADEFRUTA-1L-GUAYABA,Boing,Bebida de fruta,Guayaba,1,L,beverages,PIECE,,0.16,INCLUDES_IVA,38.00,boing 1l|boing 1|bebida de fruta guayaba 1l|bebida de fruta guayaba 1|boing bebida de fruta guayaba,beverages|bebida,,CURATED_MX_V4_PLUS
MX-BEV-BOING-BEBIDADEFRUTA-2L-GUAYABA,Boing,Bebida de fruta,Guayaba,2,L,beverages,PIECE,,0.16,INCLUDES_IVA,58.00,boing 2l|boing 2|bebida de fruta guayaba 2l|bebida de fruta guayaba 2|boing bebida de fruta guayaba,beverages|bebida,,CURATED_MX_V4_PLUS
MX-BEV-BOING-BEBIDADEFRUTA-235ML-FRESA,Boing,Bebida de fruta,Fresa,235,ML,beverages,PIECE,,0.16,INCLUDES_IVA,15.00,boing 235ml|boing 235|bebida de fruta fresa 235ml|bebida de fruta fresa 235|boing bebida de fruta fresa,beverages|bebida,,CURATED_MX_V4_PLUS
MX-BEV-BOING-BEBIDADEFRUTA-355ML-FRESA,Boing,Bebida de fruta,Fresa,355,ML,beverages,PIECE,,0.16,INCLUDES_IVA,18.00,boing 355ml|boing 355|bebida de fruta fresa 355ml|bebida de fruta fresa 355|boing bebida de fruta fresa,beverages|bebida,,CURATED_MX_V4_PLUS
MX-BEV-BOING-BEBIDADEFRUTA-450ML-FRESA,Boing,Bebida de fruta,Fresa,450,ML,beverages,PIECE,,0.16,INCLUDES_IVA,20.00,boing 450ml|boing 450|bebida de fruta fresa 450ml|bebida de fruta fresa 450|boing bebida de fruta fresa,beverages|bebida,,CURATED_MX_V4_PLUS
MX-BEV-BOING-BEBIDADEFRUTA-600ML-FRESA,Boing,Bebida de fruta,Fresa,600,ML,beverages,PIECE,,0.16,INCLUDES_IVA,23.00,boing 600ml|boing 600|bebida de fruta fresa 600ml|bebida de fruta fresa 600|boing bebida de fruta fresa,beverages|bebida,,CURATED_MX_V4_PLUS
MX-BEV-BOING-BEBIDADEFRUTA-1L-FRESA,Boing,Bebida de fruta,Fresa,1,L,beverages,PIECE,,0.16,INCLUDES_IVA,38.00,boing 1l|boing 1|bebida de fruta fresa 1l|bebida de fruta fresa 1|boing bebida de fruta fresa,beverages|bebida,,CURATED_MX_V4_PLUS
MX-BEV-BOING-BEBIDADEFRUTA-2L-FRESA,Boing,Bebida de fruta,Fresa,2,L,beverages,PIECE,,0.16,INCLUDES_IVA,58.00,boing 2l|boing 2|bebida de fruta fresa 2l|bebida de fruta fresa 2|boing bebida de fruta fresa,beverages|bebida,,CURATED_MX_V4_PLUS
MX-BEV-BOING-BEBIDADEFRUTA-235ML-TAMARINDO,Boing,Bebida de fruta,Tamarindo,235,ML,beverages,PIECE,,0.16,INCLUDES_IVA,15.00,boing 235ml|boing 235|bebida de fruta tamarindo 235ml|bebida de fruta tamarindo 235|boing bebida de fruta tamarindo,beverages|bebida,,CURATED_MX_V4_PLUS
MX-BEV-BOING-BEBIDADEFRUTA-355ML-TAMARINDO,Boing,Bebida de fruta,Tamarindo,355,ML,beverages,PIECE,,0.16,INCLUDES_IVA,18.00,boing 355ml|boing 355|bebida de fruta tamarindo 355ml|bebida de fruta tamarindo 355|boing bebida de fruta tamarindo,beverages|bebida,,CURATED_MX_V4_PLUS
MX-BEV-BOING-BEBIDADEFRUTA-450ML-TAMARINDO,Boing,Bebida de fruta,Tamarindo,450,ML,beverages,PIECE,,0.16,INCLUDES_IVA,20.00,boing 450ml|boing 450|bebida de fruta tamarindo 450ml|bebida de fruta tamarindo 450|boing bebida de fruta tamarindo,beverages|bebida,,CURATED_MX_V4_PLUS
MX-BEV-BOING-BEBIDADEFRUTA-600ML-TAMARINDO,Boing,Bebida de fruta,Tamarindo,600,ML,beverages,PIECE,,0.16,INCLUDES_IVA,23.00,boing 600ml|boing 600|bebida de fruta tamarindo 600ml|bebida de fruta tamarindo 600|boing bebida de fruta tamarindo,beverages|bebida,,CURATED_MX_V4_PLUS
